"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp"
"ESS10SCe03_1",10,"3.1","02.11.2023",10714,"AT",0.528447,2.1225262,0.3817861,0.810351,0.001294391,36,484,120,5,120,6,6,6
"ESS10SCe03_1",10,"3.1","02.11.2023",10736,"AT",1.0218302,0.44887784,0.3817861,0.17137533,0.00066940376,74,1200,10,2,6666,8,7,2
"ESS10SCe03_1",10,"3.1","02.11.2023",10754,"AT",1.055126,0.87757105,0.3817861,0.33504444,0.00064827997,61,1003,90,5,480,6,4,6
"ESS10SCe03_1",10,"3.1","02.11.2023",10771,"AT",0.8915591,2.3857667,0.3817861,0.9108526,0.0007672144,116,1209,60,2,6666,4,4,3
"ESS10SCe03_1",10,"3.1","02.11.2023",10833,"AT",0.72670966,0.48271698,0.3817861,0.18429464,0.00094125204,39,144,30,5,30,0,0,5
"ESS10SCe03_1",10,"3.1","02.11.2023",10839,"AT",0.90981275,2.0303278,0.3817861,0.77515095,0.00075182173,17,1539,10,5,20,3,3,3
"ESS10SCe03_1",10,"3.1","02.11.2023",10865,"AT",0.74853796,1.5236558,0.3817861,0.58171064,0.00091380405,24,137,30,5,60,4,6,8
"ESS10SCe03_1",10,"3.1","02.11.2023",10880,"AT",1.5662137,0.5374572,0.3817861,0.20519371,0.00043673287,104,1934,10,5,420,6,6,5
"ESS10SCe03_1",10,"3.1","02.11.2023",10969,"AT",0.5113075,0.33963573,0.3817861,0.1296682,0.00133778,12,632,30,4,30,5,5,3
"ESS10SCe03_1",10,"3.1","02.11.2023",10989,"AT",1.2295516,3.290216,0.3817861,1.2561588,0.0005563142,115,1307,30,5,60,5,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",11020,"AT",0.72670966,0.5513124,0.3817861,0.21048342,0.00094125204,39,711,10,5,120,7,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",11057,"AT",1.0883634,0.4476572,0.3817861,0.1709093,0.00062848214,90,1417,5,5,60,5,3,7
"ESS10SCe03_1",10,"3.1","02.11.2023",11078,"AT",0.84045357,0.36920127,0.3817861,0.14095592,0.0008138665,95,1269,60,3,6666,8,6,3
"ESS10SCe03_1",10,"3.1","02.11.2023",11083,"AT",0.527563,0.47718337,0.3817861,0.18218198,0.0012965599,61,1693,20,5,600,1,3,5
"ESS10SCe03_1",10,"3.1","02.11.2023",11154,"AT",0.66631395,0.29356277,0.3817861,0.11207819,0.0010265686,105,1189,120,4,60,3,5,7
"ESS10SCe03_1",10,"3.1","02.11.2023",11162,"AT",1.4823618,1.151017,0.3817861,0.4394423,0.00046143727,37,1636,60,5,60,8,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",11244,"AT",0.60090894,0.3991535,0.3817861,0.15239127,0.0011383039,27,477,15,5,300,7,8,7
"ESS10SCe03_1",10,"3.1","02.11.2023",11260,"AT",0.5442396,1.4563571,0.3817861,0.5560169,0.0012568306,15,679,90,5,90,5,5,7
"ESS10SCe03_1",10,"3.1","02.11.2023",11313,"AT",0.78368235,1.6245283,0.3817861,0.62022233,0.00087282434,25,1341,15,5,600,2,5,2
"ESS10SCe03_1",10,"3.1","02.11.2023",11317,"AT",1.6325451,0.5744345,0.3817861,0.21931113,0.0004189881,90,677,60,5,480,0,0,0
"ESS10SCe03_1",10,"3.1","02.11.2023",11319,"AT",1.089091,0.90317065,0.3817861,0.34481803,0.00062806235,2,972,90,3,6666,2,6,6
"ESS10SCe03_1",10,"3.1","02.11.2023",11328,"AT",0.9348352,0.6209641,0.3817861,0.23707548,0.00073169795,47,602,45,5,270,7,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",11356,"AT",1.6394022,4,0.3817861,1.5271444,0.00041723563,115,1058,30,5,300,3,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",11362,"AT",1.089411,0.56567574,0.3817861,0.21596715,0.0006278778,79,1148,30,4,180,4,3,4
"ESS10SCe03_1",10,"3.1","02.11.2023",11433,"AT",0.5348329,0.41320795,0.3817861,0.15775706,0.0012789359,65,1633,15,5,120,4,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",11437,"AT",0.44928023,0.29843432,0.3817861,0.11393808,0.001522473,41,1960,20,3,6666,6,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",11484,"AT",0.84045357,0.36920127,0.3817861,0.14095592,0.0008138665,95,1592,60,5,150,7,6,4
"ESS10SCe03_1",10,"3.1","02.11.2023",11516,"AT",1.1992664,1.0847424,0.3817861,0.4141396,0.00057036284,28,1509,30,5,480,10,8,10
"ESS10SCe03_1",10,"3.1","02.11.2023",11538,"AT",1.0393327,2.1653032,0.3817861,0.82668275,0.0006581309,10,1987,120,5,600,5,7,2
"ESS10SCe03_1",10,"3.1","02.11.2023",11549,"AT",0.89856046,0.8808033,0.3817861,0.33627847,0.0007612365,41,1674,10,2,6666,5,6,7
"ESS10SCe03_1",10,"3.1","02.11.2023",11568,"AT",1.2749285,2.845117,0.3817861,1.0862262,0.00053651404,3,82,0,2,6666,2,4,5
"ESS10SCe03_1",10,"3.1","02.11.2023",11573,"AT",1.4002106,1.3964807,0.3817861,0.53315693,0.00048851006,67,1188,90,4,40,4,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",11621,"AT",0.5445455,0.35276297,0.3817861,0.13468,0.0012561247,2,880,90,5,765,6,10,7
"ESS10SCe03_1",10,"3.1","02.11.2023",11634,"AT",1.4633431,1.2170941,0.3817861,0.46466962,0.00046743444,57,1409,45,5,30,3,3,4
"ESS10SCe03_1",10,"3.1","02.11.2023",11649,"AT",0.527563,0.34176138,0.3817861,0.13047975,0.0012965599,61,1738,20,5,360,0,5,1
"ESS10SCe03_1",10,"3.1","02.11.2023",11682,"AT",0.37861174,1.0131463,0.3817861,0.38680518,0.0018066448,7,1262,10,5,47,5,6,4
"ESS10SCe03_1",10,"3.1","02.11.2023",11689,"AT",0.66631395,0.29356277,0.3817861,0.11207819,0.0010265686,105,259,45,4,360,8,6,8
"ESS10SCe03_1",10,"3.1","02.11.2023",11696,"AT",1.2580651,2.8074853,0.3817861,1.0718589,0.0005437056,16,1663,180,5,120,0,5,8
"ESS10SCe03_1",10,"3.1","02.11.2023",11702,"AT",0.7455467,0.35721523,0.3817861,0.13637981,0.0009174703,91,1608,60,5,300,4,6,4
"ESS10SCe03_1",10,"3.1","02.11.2023",11782,"AT",1.1742966,0.4719092,0.3817861,0.18016838,0.0005824908,72,105,90,5,180,8,8,6
"ESS10SCe03_1",10,"3.1","02.11.2023",11808,"AT",0.79188985,1.3018057,0.3817861,0.49701136,0.00086377794,40,1893,60,5,60,5,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",11827,"AT",0.9912068,0.34877053,0.3817861,0.13315575,0.000690085,76,981,30,4,15,5,5,3
"ESS10SCe03_1",10,"3.1","02.11.2023",11842,"AT",0.50565416,0.50430727,0.3817861,0.19253752,0.0013527367,60,637,5,4,5,5,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",11904,"AT",2.110252,2.068549,0.3817861,0.78974324,0.00032413998,61,1804,30,5,265,2,3,0
"ESS10SCe03_1",10,"3.1","02.11.2023",11906,"AT",1.4910934,0.77424836,0.3817861,0.29559729,0.00045873516,91,1583,15,5,180,7,8,6
"ESS10SCe03_1",10,"3.1","02.11.2023",11936,"AT",1.3384918,0.86709076,0.3817861,0.3310432,0.0005110356,66,168,120,5,360,8,8,10
"ESS10SCe03_1",10,"3.1","02.11.2023",12005,"AT",0.9755621,0.8113958,0.3817861,0.30977967,0.0007011517,57,1850,15,5,240,7,5,99
"ESS10SCe03_1",10,"3.1","02.11.2023",12030,"AT",1.2913814,3.463118,0.3817861,1.3221704,0.00052967854,18,104,30,5,600,4,6,6
"ESS10SCe03_1",10,"3.1","02.11.2023",12034,"AT",0.66631395,0.29270387,0.3817861,0.111750275,0.0010265686,105,1260,110,5,480,8,3,4
"ESS10SCe03_1",10,"3.1","02.11.2023",12077,"AT",0.5520741,1.4805068,0.3817861,0.5652369,0.001238995,5,318,60,5,720,3,3,4
"ESS10SCe03_1",10,"3.1","02.11.2023",12079,"AT",0.69070166,0.5727907,0.3817861,0.21868353,0.0009903219,56,1518,120,5,60,7,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",12089,"AT",1.3056039,0.9468996,0.3817861,0.3615131,0.00052390853,45,418,60,5,120,8,8,10
"ESS10SCe03_1",10,"3.1","02.11.2023",12090,"AT",0.5871483,0.24029408,0.3817861,0.09174094,0.0011649816,72,422,30,5,60,10,10,10
"ESS10SCe03_1",10,"3.1","02.11.2023",12127,"AT",2.4375684,1.5790854,0.3817861,0.60287285,0.00028061448,29,1666,30,5,630,5,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",12133,"AT",0.9572266,0.8658159,0.3817861,0.33055648,0.0007145821,64,1191,60,5,360,4,4,5
"ESS10SCe03_1",10,"3.1","02.11.2023",12166,"AT",0.61444527,0.46614385,0.3817861,0.17796725,0.0011132269,31,806,45,5,480,3,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",12168,"AT",1.022615,0.85053074,0.3817861,0.32472083,0.00066889,12,791,60,5,720,5,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",12178,"AT",0.8423468,1.8797722,0.3817861,0.7176709,0.00081203727,26,1070,30,5,90,0,10,10
"ESS10SCe03_1",10,"3.1","02.11.2023",12195,"AT",0.98824126,0.6564388,0.3817861,0.25061923,0.0006921559,37,155,60,5,180,5,7,3
"ESS10SCe03_1",10,"3.1","02.11.2023",12207,"AT",0.5234405,0.22994117,0.3817861,0.08778835,0.0013067713,78,1576,120,1,6666,1,4,5
"ESS10SCe03_1",10,"3.1","02.11.2023",12218,"AT",0.3777803,0.15538566,0.3817861,0.05932409,0.0018106212,97,1511,30,1,6666,7,6,7
"ESS10SCe03_1",10,"3.1","02.11.2023",12261,"AT",0.84631556,0.40549654,0.3817861,0.15481295,0.00080822926,112,640,20,5,120,7,8,6
"ESS10SCe03_1",10,"3.1","02.11.2023",12275,"AT",0.98824126,0.82194155,0.3817861,0.31380588,0.0006921559,37,1646,90,5,360,3,3,5
"ESS10SCe03_1",10,"3.1","02.11.2023",12283,"AT",0.5996332,0.5980359,0.3817861,0.22832179,0.0011407257,28,1519,60,2,6666,1,7,3
"ESS10SCe03_1",10,"3.1","02.11.2023",12311,"AT",0.47470778,0.30752125,0.3817861,0.117407344,0.0014409221,62,811,20,5,330,3,3,4
"ESS10SCe03_1",10,"3.1","02.11.2023",12336,"AT",0.5441817,0.20906457,0.3817861,0.07981795,0.0012569643,90,1603,120,1,6666,5,8,7
"ESS10SCe03_1",10,"3.1","02.11.2023",12424,"AT",1.2324293,0.5069134,0.3817861,0.19353251,0.0005550152,102,721,90,5,480,10,8,6
"ESS10SCe03_1",10,"3.1","02.11.2023",12437,"AT",1.1749231,0.89134574,0.3817861,0.34030342,0.0005821802,30,1870,90,5,180,9,9,8
"ESS10SCe03_1",10,"3.1","02.11.2023",12447,"AT",1.0254709,0.6811684,0.3817861,0.26006064,0.0006670272,50,977,90,3,6666,3,5,2
"ESS10SCe03_1",10,"3.1","02.11.2023",12479,"AT",1.4823618,1.4784133,0.3817861,0.5644377,0.00046143727,37,695,59,2,6666,4,1,4
"ESS10SCe03_1",10,"3.1","02.11.2023",12522,"AT",0.48851377,0.48721275,0.3817861,0.18601106,0.0014002001,43,1863,10,3,6666,3,0,0
"ESS10SCe03_1",10,"3.1","02.11.2023",12531,"AT",1.0113083,0.8411266,0.3817861,0.32113048,0.00067636836,60,1172,60,2,6666,5,3,9
"ESS10SCe03_1",10,"3.1","02.11.2023",12557,"AT",1.0240833,0.6634132,0.3817861,0.25328195,0.00066793105,58,1927,15,5,180,0,2,0
"ESS10SCe03_1",10,"3.1","02.11.2023",12605,"AT",0.50565416,0.36672968,0.3817861,0.1400123,0.0013527367,60,1317,90,5,240,7,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",12612,"AT",2.7749362,2.1438975,0.3817861,0.8185103,0.00024649827,32,1777,60,5,540,4,5,7
"ESS10SCe03_1",10,"3.1","02.11.2023",12623,"AT",0.480703,1.5074315,0.3817861,0.5755164,0.0014229513,68,1355,180,1,6666,7,9,9
"ESS10SCe03_1",10,"3.1","02.11.2023",12638,"AT",0.5871483,0.310194,0.3817861,0.11842776,0.0011649816,72,1228,120,1,6666,7,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",12686,"AT",1.0113083,0.8411266,0.3817861,0.32113048,0.00067636836,60,1714,30,5,480,4,4,6
"ESS10SCe03_1",10,"3.1","02.11.2023",12711,"AT",1.0883634,0.56513166,0.3817861,0.21575943,0.00062848214,90,410,100,5,330,3,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",12717,"AT",0.7555606,0.3319089,0.3817861,0.12671822,0.0009053106,97,1438,30,5,600,0,2,2
"ESS10SCe03_1",10,"3.1","02.11.2023",12720,"AT",0.9986648,0.66336274,0.3817861,0.2532627,0.0006849315,48,1742,30,5,480,6,8,3
"ESS10SCe03_1",10,"3.1","02.11.2023",12728,"AT",1.3874681,1.1539874,0.3817861,0.44057637,0.00049299654,32,1940,120,4,240,6,8,7
"ESS10SCe03_1",10,"3.1","02.11.2023",12758,"AT",0.8349567,0.36786306,0.3817861,0.14044501,0.0008192245,99,538,15,5,90,4,3,4
"ESS10SCe03_1",10,"3.1","02.11.2023",12761,"AT",0.528447,1.6571511,0.3817861,0.6326773,0.001294391,36,1468,60,5,120,2,3,4
"ESS10SCe03_1",10,"3.1","02.11.2023",12764,"AT",0.528447,0.38326016,0.3817861,0.14632341,0.001294391,36,794,120,5,120,5,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",12772,"AT",0.45490637,0.94299513,0.3817861,0.36002246,0.0015036435,17,1729,15,5,180,5,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",12781,"AT",1.013695,0.8431118,0.3817861,0.3218884,0.000674776,38,1106,9999,5,9999,2,5,6
"ESS10SCe03_1",10,"3.1","02.11.2023",12784,"AT",1.1425477,1.9859102,0.3817861,0.75819296,0.0005986769,8,1737,150,5,420,4,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",12789,"AT",0.89729786,1.5596308,0.3817861,0.5954454,0.0007623076,4,51,0,5,30,10,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",12838,"AT",1.1992664,1.1960717,0.3817861,0.45664358,0.00057036284,28,1071,120,5,540,5,5,3
"ESS10SCe03_1",10,"3.1","02.11.2023",12851,"AT",1.056894,0.82065135,0.3817861,0.3133133,0.0006471955,36,984,90,5,150,7,5,2
"ESS10SCe03_1",10,"3.1","02.11.2023",12863,"AT",1.5673647,3.1903844,0.3817861,1.2180445,0.00043641217,25,10,120,5,420,7,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",12882,"AT",0.60737973,0.44050688,0.3817861,0.16817941,0.0011261768,33,890,60,4,40,5,6,6
"ESS10SCe03_1",10,"3.1","02.11.2023",12896,"AT",0.42301053,3.5591674,0.3817861,1.3588407,0.0016170212,118,1280,60,9,9999,0,10,0
"ESS10SCe03_1",10,"3.1","02.11.2023",12941,"AT",0.8216196,1.3648208,0.3817861,0.52106965,0.00083252275,102,426,150,3,6666,8,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",12942,"AT",0.7496826,0.3293265,0.3817861,0.12573229,0.00091240875,106,1225,60,3,6666,0,4,5
"ESS10SCe03_1",10,"3.1","02.11.2023",12950,"AT",1.1079152,4,0.3817861,1.5271444,0.00061739114,19,1902,30,4,40,3,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",12966,"AT",1.168301,1.1677006,0.3817861,0.4458119,0.00058548007,35,1635,120,5,720,3,6,6
"ESS10SCe03_1",10,"3.1","02.11.2023",13081,"AT",1.129806,0.38770068,0.3817861,0.14801873,0.0006054287,101,1504,120,5,270,4,6,8
"ESS10SCe03_1",10,"3.1","02.11.2023",13091,"AT",1.4868103,0.6550547,0.3817861,0.25009078,0.00046005668,76,455,20,2,6666,5,7,3
"ESS10SCe03_1",10,"3.1","02.11.2023",13095,"AT",0.89729786,2.4011228,0.3817861,0.9167154,0.0007623076,4,836,20,4,10,3,8,3
"ESS10SCe03_1",10,"3.1","02.11.2023",13125,"AT",0.83871,1.4947877,0.3817861,0.5706892,0.00081555836,16,1485,30,4,30,0,8,9
"ESS10SCe03_1",10,"3.1","02.11.2023",13144,"AT",1.1883165,0.9180852,0.3817861,0.3505122,0.0005756185,23,633,7,5,120,4,6,7
"ESS10SCe03_1",10,"3.1","02.11.2023",13242,"AT",1.0393327,1.8523467,0.3817861,0.7072002,0.0006581309,10,1842,90,5,180,2,8,3
"ESS10SCe03_1",10,"3.1","02.11.2023",13245,"AT",0.52207124,0.20057015,0.3817861,0.0765749,0.0013101986,104,733,60,5,120,4,6,6
"ESS10SCe03_1",10,"3.1","02.11.2023",13248,"AT",0.3777803,0.15538566,0.3817861,0.05932409,0.0018106212,97,1985,60,5,120,1,3,3
"ESS10SCe03_1",10,"3.1","02.11.2023",13260,"AT",1.2299385,0.49427012,0.3817861,0.18870547,0.00055613916,85,980,15,5,180,7,6,7
"ESS10SCe03_1",10,"3.1","02.11.2023",13266,"AT",1.1041481,2.464005,0.3817861,0.9407229,0.0006194975,5,1622,30,5,180,8,8,6
"ESS10SCe03_1",10,"3.1","02.11.2023",13272,"AT",0.5234405,0.45581937,0.3817861,0.1740255,0.0013067713,78,1368,150,1,6666,8,9,9
"ESS10SCe03_1",10,"3.1","02.11.2023",13289,"AT",0.39184117,0.6983577,0.3817861,0.2666233,0.0017456487,25,549,90,4,180,2,2,0
"ESS10SCe03_1",10,"3.1","02.11.2023",13319,"AT",0.5871483,0.310194,0.3817861,0.11842776,0.0011649816,72,837,80,5,30,5,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",13346,"AT",0.49412063,0.41097078,0.3817861,0.15690294,0.0013843118,37,1900,90,4,240,6,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",13348,"AT",0.5871483,0.24150138,0.3817861,0.09220187,0.0011649816,72,1910,60,4,60,7,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",13371,"AT",1.9511242,1.9125652,0.3817861,0.7301909,0.00035057584,57,1731,60,5,360,5,3,3
"ESS10SCe03_1",10,"3.1","02.11.2023",13419,"AT",0.5841505,0.48442897,0.3817861,0.18494827,0.0011709601,35,1177,120,5,30,2,5,7
"ESS10SCe03_1",10,"3.1","02.11.2023",13453,"AT",0.33315697,0.13388437,0.3817861,0.051115196,0.0020531372,105,553,120,5,240,2,2,2
"ESS10SCe03_1",10,"3.1","02.11.2023",13459,"AT",0.9572266,3.0017576,0.3817861,1.1460294,0.0007145821,64,658,9999,2,6666,0,5,9
"ESS10SCe03_1",10,"3.1","02.11.2023",13508,"AT",1.055126,3.3087583,0.3817861,1.263238,0.00064827997,61,1311,90,4,60,7,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",13523,"AT",0.84995234,1.7300861,0.3817861,0.6605229,0.000804771,3,743,20,5,300,5,9,8
"ESS10SCe03_1",10,"3.1","02.11.2023",13541,"AT",0.8609209,1.4964019,0.3817861,0.57130545,0.0007945178,18,198,5,5,480,3,1,1
"ESS10SCe03_1",10,"3.1","02.11.2023",13575,"AT",2.02739,1.9873247,0.3817861,0.758733,0.000337388,38,1704,120,5,300,6,8,5
"ESS10SCe03_1",10,"3.1","02.11.2023",13638,"AT",0.9970505,0.7564041,0.3817861,0.2887846,0.00068604044,44,1643,60,5,360,7,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",13669,"AT",0.42315778,0.36849177,0.3817861,0.14068504,0.0016164585,112,1187,60,1,6666,2,1,1
"ESS10SCe03_1",10,"3.1","02.11.2023",13701,"AT",1.5347388,1.3881787,0.3817861,0.52998734,0.00044568954,109,1284,90,5,420,6,7,3
"ESS10SCe03_1",10,"3.1","02.11.2023",13780,"AT",0.8915591,4,0.3817861,1.5271444,0.0007672144,116,1506,60,2,6666,10,10,10
"ESS10SCe03_1",10,"3.1","02.11.2023",13823,"AT",1.4936283,0.65613323,0.3817861,0.25050256,0.00045795666,86,1289,70,5,70,7,5,3
"ESS10SCe03_1",10,"3.1","02.11.2023",13834,"AT",0.48496804,0.8429428,0.3817861,0.32182387,0.0014104373,117,542,60,5,360,5,99,7
"ESS10SCe03_1",10,"3.1","02.11.2023",13848,"AT",1.1178081,0.4924808,0.3817861,0.18802235,0.000611927,107,103,30,5,90,7,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",13851,"AT",1.089091,0.9058202,0.3817861,0.34582958,0.00062806235,2,1077,60,5,180,0,0,0
"ESS10SCe03_1",10,"3.1","02.11.2023",13863,"AT",0.5109151,0.22509755,0.3817861,0.085939124,0.0013388075,74,114,150,4,210,7,6,7
"ESS10SCe03_1",10,"3.1","02.11.2023",13871,"AT",1.2749285,2.845117,0.3817861,1.0862262,0.00053651404,3,947,30,5,120,4,4,5
"ESS10SCe03_1",10,"3.1","02.11.2023",13888,"AT",0.9755621,0.9729635,0.3817861,0.37146395,0.0007011517,57,1195,60,3,6666,4,5,1
"ESS10SCe03_1",10,"3.1","02.11.2023",13893,"AT",0.37660202,0.15490104,0.3817861,0.05913907,0.001816286,101,1400,120,3,6666,6,6,6
"ESS10SCe03_1",10,"3.1","02.11.2023",13906,"AT",0.39121404,0.17235997,0.3817861,0.065804645,0.0017484468,111,988,60,5,240,3,4,5
"ESS10SCe03_1",10,"3.1","02.11.2023",13908,"AT",1.4633431,1.2135332,0.3817861,0.46331012,0.00046743444,57,1878,45,5,180,3,5,5
